11386 entries
44 namespaces
9519 values

Namespace Global (10608 keys)
	B67D88D244614D1A10D3D1902E9A1278 = "
	08F2A7304B622C3360EEB2AD3FFF7419 = "20$ meer Morkite tijdens het graven"
	0E2E1F124FCE8C7AA4B29A9EBF8CA3D8 = "3 JAAR IN OMLOOP!"
	C4074DC14285A41787355CA8FC85F54B = "3...2...1...op naar de baan."
	84ED82B94025FAE983B85A8A4A23D818 = "33% schade omgezet in warmte. Dit vermindert directe schade, maar kan vijanden in brand zetten."
	4A38895441E16E1179AF48B9B4D6F45A = "3D Artiest"
	CCC74B1642D397E5C0B466AEF01A3089 = "3D Mokken Printen..."
	0D64808D4847E68080B0E696BA1C1B66 = "5.000 credits bemachtigd!"
	63AFFF3E45F767CC011D269D00E571DB = "5.000 credits bemachtigd!"
	86F38B004BD8526DF264E2B84F722651 = "50% schade omgezet in warmte. Dit vermindert directe schade, maar zet vijanden in brand."
	44C653AB4191737F9696CFB0BE5D1153 = "75% voltooid. Bijna daar."
	24E84D5F4593FFB177939EA7EFB7AA6B = "<< EXTREEM VOORZICHTIG ADVIES >>"
	1BE6C9C645FFBDED72745C902D477D77 = "<CloseMenu/>Algemeen<Highlight>gemarkeerd</> <Bold>vetgedrukt</>"
	7EDA9B1045592FC03BDA609EC78AE39E = "<Equip4/> om je unieke gereedschap te pakken"
	5501A0744D28D36209CF0FAB1C5C3ECC = "<Hightlight>Rijk</> Bericht vergrendelen"
	70A8356647AC72C9C112DDB8D2CB87D5 = "<HoldFire/> om een <bold>Gefocust schot</> af te vuren met jouw M1000. Het zal twee keer zoveel munitie kosten maar het voordeel is <bold>extra schade</> en andere bij effecten."
	1B40F088429B93A94FA05D92176951DA = "<HoldSelect/> OM TE ONTGRENDELEN"
	D7563CB44DDC80861D98F6B4165956BF = "<ThrowCarriable/> en laat los om <bold>objecten verder te gooien.</>."
	AA45743241B4B881AD3AF5823231B881 = "<Title>Op het moment heb je geen matrixkernen om te smeden uit jouw inventaris.</> "
	3E2B45CC4055FAFFE3F0599FA3B1C566 = "<UseLaserPointer/> en druk op <mine/> om <bold>Bosco's rakketen</> af te vuren."
	EDAFC5AA4E8E883F4CE9F5B10267A06C = "<UseLaserPointer/> om dit handige gereedschap erbij te pakken. Het komt met een <bold>scanner</> die verbonden is met een database van alle scanbare materialen op Hoxxes IV.
Het is ook een geweldig <bold>communicatiemiddel</> sinds je mineralen, gevaren of elk ander item kan markeren en onder de aandacht brengen bij je teamgenoten. Druk op <Fire/> als de laseraanwijzer wordt vastgehouden om deze functie te gebruiken."
	6AF6F4DF480C999E4A787BA0C032D553 = "<active>ACTIEF: </>Wordt knotsgek voor <h>10 seconden</>, waardoor je <h>sterker kan slaan</> en je<h>Krachtaanval's oplading</>bliksemsnel wordt.

<hi>{minutes} minuten afkoeltijd</>"
	476492CA47300BB137D80795A66108BC = "<active>Actief:</> <h>3 keer</> elke missie kun je een grote neuro-puls teweegbrengen <h>explosie nadat je bent neergehaald</>. Een overgebleven neuro-elektrisch veld zal de vijanden elektrocuteren en afschrikken.

<hi>{minutes} minuten afkoeling</>"
	4B6D0DCF4A773E5B6216CFA19D9817FC = "<active>ACTIEF:</> <h>Tem een Glyphid soldaat</> om jouw trouwe kompaan te worden. Je kan er maar een te gelijkertijd hebben. 

<hi>5 minuten wachttijd</>"
	B49F7D3B48DABCA09F2DE38BAA78B0CA = "<active>ACTIEF:</> <h>Eén keer per missie</>, kun je een neergehaalde teamgenoot <h>onmiddellijk weer op de been</> krijgen!"
	537186F042730C83969253AE9CD2FFF2 = "<active>ACTIEF:</> <h>{value} keer per missie </>, kun je<h> ontsnappen nadat je bent gegrepen</>, waarbij je je ontvoerder in het proces vermoordt! "
	D9A447424FE6572DC4AF9A9195284267 = "<active>ACTIEF: </> Uit de problemen komen met een <h>korte snelheidsuitbarsting</>.

Tijdens een korte sprint <h>negeer je alle vertragingseffecten</>. 

<hi>{value} tweede cooldown</>"
	426124894AECCEF716DE27B0456392C4 = "<active>ACTIEF:</> Je kunt het schild van een teamgenoot overladen tot <h>300% gedurende {value} seconden</>. "
	844FA7A84504CE3362627B895BD892CE = "<bold>Stort</> het Goud"
	D47A1628492AD17A6D7838854E8ADB1E = "<bold>Gepromoveerde dwergen</> krijgen toegang tot speciale <bold>wekelijkse missies</>. Dit zijn langere operaties die alle huidige doelen combineren. Voor het voltooien van deze uitdaging krijg je matrixkernen, een uniek item dat gebruikt kan worden in de smederij."
	324298874E25B03DBB71F1A1D5FC6A4D = "<h>20% schade vermindering</> terwijl je binnen <h>7m</> staat van de MULE!"
	6B174915406473EC528AE693016036E1 = "<h>20% bewegingssnelheidsbonus gedurende 10 seconden</> na consumptie van rode suiker!"
	6BEE1B6941C65BFC465772A296A754A6 = "<h>30% Schade Vermindering</> terwijl je binnen <h>7m</> staat van de MULE of andere stortpunten!"
	3CA506D94715680868ABF48366A9E40D = "<hi>{minutes} minuten afkoelen</>"
	40C533384336F7FC4F8EEB899C4592AD = "<hi>{value} seconden afkoelen.</>"
	82B0DC6C46DC1254E09B96AB193E66F3 = "<hi>{value} seconden afkoelen</>"
	C1306095487AF8FE62AA86AE75CFADC8 = "<passive>PASSIEF:</> Direct nadat een vijand je raakt met een melee-aanval krijg je een tijdelijke <h>melee schadebonus</>."
	49E7339B46C6CCE5DD35629CCC449570 = "<passive>PASSIEF:</> Wanneer je <h>binnen de 4m</> van een teamgenoot bent, laden beide schilden<h> 50% sneller</>!"
	248D0B3048AB6FBCA13FA487D36A28B5 = "<title>Smeederij Meester</>
Smeden verhoogd je ervaring. Elk nieuw level zal je belonen met een <highlight>Matrix Core</>."
	58160F034862D67D03433691236E57AE = "Een blanco schema"
	775142E548C8E24AC8BE918C310E1020 = "Een transport capsule zal gezonden worden zodra de vracht is binnengekomen. Houdt stand totdat deze komt en keer er mee terug."
	7E7C3CCD4BF54C48B0AF86887A0F0314 = "Een Hacking Pod...zo willen ze dat we een generator neerhalen?"
	68CD05FB4F020FB69C4FA69BD13FDC36 = "Een zesvleugel gniffer! Aardig mooi ding, niet?"
	6EC24D7241ABDD770B16729535424890 = "Een zesvleugel gniffer! Mooi klein ding, niet?"
	888E211944D595E9A7BA4BAEB4B38B43 = "EEN AANSPRAKELIJKHEID"
	BDD16BB74A8DB84A365BFCA71A2B1F56 = "Een spraak mist hier! Geniet alsjeblieft van deze spraak totdat deze is vervangen! Het Management heeft dit tijdelijk bericht goedgekeurd!  "
	628F94274CF7B9670987228A3F69CD94 = "Een Support-Drone is onderweg!"
	6A7D690148593839ED1514872FA0B937 = "Een baard voor op de achterkant van je hoofd!"
	E65654BF4B8E8E4D1F2770A593B4F3E9 = "Een beetje meer Bismoor... hier!"
	BC6467A14439B52719A905AC1424C863 = "Een gewaagd modestatement."
	D9242DC04D35182A777189800CD34D5A = "Een kans dat je doelwit zal vluchten in angst voor elke seconde dat het in je vlam is."
	CE3FA55C46C3C84DFDF283BD02FD6295 = "Een verandering in het brandstofmengsel, samen met wat aanpassingen aan de koelers, betekent veel meer schade, vooral aan bevroren doelen. Het bevriezen duurt echter langer en de capaciteit van de drukkamer is verminderd."
	7435446A498DCA82AF5FBFBC1C21052D = "Een klassieke vertoning van subtiele, ruwe kracht."
	D10328894C337CD79FD58B89B9F038CA = "Een klassieker die al eeuwen bestaat"
	7ABE82F045E468DD52ED8F84CFCBB303 = "Een naaste neef van de zuurspuger, de webspuger is in staat klodders extreem plakkerig web af te vuren die elke prooi zullen vangen en immobiliseren, zodat ze in hun eigen tempo de moord kunnen plegen. Relatief onschadelijk in vergelijking met de meeste van hun verwanten, maar nog steeds volledig in staat om ondergang te spellen voor iedereen die er een tegenkomt tijdens een volledige zwerm."
	D7D3012A4080802261AEB99A56D74FD3 = "Een dichte soortgenoot van de Glyphid massa ontploffer, maar bezit een zeer merkwaardige mutatie. Het is op elk vlak zo dodelijk als z'n soortgenoot met de zelfde allesvernietigende schokgolf en het opblazen met een knal in de kiloton schaal, maar - in plaats van alles in de nabije omgeving te verglassen door de intense hitte die ontladen wordt, onstaat er een ongebruikelijke chemische reactie. Alles dat zich in de knalradius van een geëxplodeerde crassus ontploffer bevindt, veranderd in goud. Ongelofelijk."
	4DCC75AA4AF7E72A261F73B7CDB1D4D7 = "Een gele rakker, graag!"
	10EBE9914309B112BED94D8ACB15BFE8 = "Een op maat gemaakte revolver die kogels afvuurt zo groot, dat er maar ruimte is voor 4 schoten. Er is min of meer niets dat een voltreffer van een van deze 26mm monstrositeiten kan verdragen."
	A51AF99C49FC325E4128D4BB8F23F943 = "Een betrouwbaar, zwaar wapen. Meestal niet de eerste keuze van de echte dwergen, maar de combinatie van heft, gewicht en een bevredigende knal maakt het toch de moeite waard."
	74F3549648D46EE659CC2CAC30F2C0DD = "Een ontwerpvariant met een sterk verhoogde schotkracht en een gefocuste scanhoek."
	991077E94B04B302DCE330856894F1E2 = "Een diffuus plasma maakt een opgeladen projectiel doordringbaar door alle vijanden en doet in een grote omtrek schade als het vliegt maar het kost langer om op te laden en explodeert niet meer bij inslag."
	2F52913F46610E48535B80BAA5F6DDE1 = "Een droom die uitkomt!"
	86A03D794F56F55E13FFD190FE8F3031 = "Een dwerg sterft nooit!"
	24744FDC44B822A9629BA7B7A3564A23 = "In het slotmechanisme is een stroomgenerator ingebouwd, die kogels elektrisch laadt als een sluisdrempel wordt overschreden."
	15EBC151471522B1273F7D86593BC3EE = "Een favoriet van zowel dwergen als bergvolkeren."
	9156F27644ADC92C02683D8E86E3C3C9 = "Een favoriet van zowel dwergen als bergvolkeren."
	99D4D81941A45586720B449A7CEB9B84 = "Een favoriet van zowel dwergen als bergvolkeren."
	4175E0304B518DC5560F8AA78E407725 = "Een paar vijanden hebben de vervelende gewoonte om <bold>dwergen te grijpen</> en <bold>ze</> rond te slepen. De beste strategie in dit geval is preventie. Het tweede beste is om om hulp te schreeuwen en te hopen dat je ergens veilig wordt afgezet."
	114D43F84C2FE935C88FA2AB5978FE2A = "Nog een paar en ik bloed dood."
	484F524E4C6408891157C6B083C61FB6 = "Een paar aanpassingen hier en daar en het automatisch kannon kan nu HE-projectielen schieten! Directe schade is lager, maar door de grotere spatschade en het groter bereik kun je een gebied verzadigen zoals geen ander wapen dat kan."
	F3C459034E1FB557C6BBF8B170FCC1E8 = "Een paar aanpassingen aan de werper zorgen ervoor dat deze een rol aan het projectiel toevoegt terwijl het wordt uitgeworpen en zorgt er zo voor dat het een groter gebied reist. Door de trekker ingedrukt te houden wanneer de lijn het pistool verlaat, wordt een verbinding op afstand geactiveerd die, wanneer u de trekker loslaat, ervoor zorgt dat de lijn stopt met rollen, zodat u de oriëntatie kunt vergrendelen."
	2356D8804FF231B829E788B493AC081A = "Een vriend in nood!"
	162159974A31655741072181B4F20301 = "Een brandstofvoorraad zal in de buurt landen. Schakel het in en verdedig het gebied terwijl de kalibratie plaatsvindt. "
	1B7AAF54465AEC4521AE51BC2F963917 = "Een gezonde, rossige tint."
	31C44D5E497D99A8E704799C1E7479BF = "Een zwaar bepantserde variant van de Mactera Shooter, de Brundle, is net zo dodelijk terwijl hij ook erg resistent is tegen schade doordat zijn zwakke buik bedekt is met dik pantser. Agressiever dan zijn fragiele tegenhanger is de Brundle niet bang om je van dichtbij aan te vallen."
	F574F1814C42F0BA128C89A41EB22E82 = "Een zwaar voorgespannen veer in combinatie met een kleinere grendel verkort de tijd die nodig is om te herladen."
	592E6A3447CDF5D565933785619ECF84 = "Een hightech oplossing om de koelsnelheid schoon te verbeteren. Het resultaat is een toename van het aantal schoten dat kan worden afgevuurd voordat het oververhit raakt, een sneller herstel van een oververhitting en een langere periode dat een volledige lading kan worden onderhouden."
	151D185C4FC9607CD34E6F91C936F809 = "Een zeer geavanceerde uitrusting, uitgerust met meer technologie dan een kleine elektronicawinkel. De MK1 komt zonder onderste gezichtsbedekking, perfect om te pronken met je baard."
	DBF5DA4A42DB1CE6FE347E9EFC66AF1C = "Een zeer geavanceerde uitrusting, uitgerust met meer technologie dan een kleine elektronicawinkel. De MK2 wordt geleverd met een vol gasmasker, net zo handig op Hoxxes als in de kleedkamer."
	7F12BF044CD2E30FD0D06BA933C491AF = "Een hoog geavanceerd stuk uitrusting, bepakt met meer tech dan een kleine elektronica winkel. De MK3 heeft een vergroot communicatie bereik, om bij elke afstand je teamgenoten uit te schelden."
	8F893FDC4168F7B0684402971EBAF3FC = "Een historisch icoon. Keel schrapen verplicht."
	465D196E4E1C00E322F2F88C7C7D1EEB = "Een grote granaat die in een groot gebied scherven laat rondvliegen."
	B6803AFB46E01275F490BC9AAF804D35 = "Een minder krachtige kogel met betere gewichtsbalans, ventilatie en een verbeterde grip zorgt voor een geweer dat beter controleerbaar is met ongericht schietnen tegenover pure schade. Als een bonus kan je meer munitie meedragen."
	91B8264A45609DAE2C2AA0B71433EB2C = "Een beetje meer oomph!"
	6E152BAE4A5D3EA8DC5C0284FA5A3200 = "Een kleine tip voor jou: Scan de mini M.U.L.E.s met jouw Terrein Scanner om het te updaten met de locatie van de vermisde benen. "
	01B38A9D4B5C59D202574B9766E3EB7D = "Een kleine aanpassing hier, wat tape daar, en je loop schiet raketten met meer kracht."
	28E358FD411932866FF071886AD6444D = "Een laag volume hogedruk kamer gecombineerd met een hogedrukpomp verhoogt de stroom snelheid en snelheid van het weer op druk brengen maar verlaagt de maximale duratie van de vloeiende stroom."
	7D2D8FED4DFA2F96EA6A9DAFF0CFC525 = "Een handmatige overschrijving laat je snel van de zipline roetsen door de VOORUIT toets in de drukken."
	928F39C6421A327A7D5EFF9F30B6EFE3 = "Een geweldig stuk techniek!"
	DCD38AED4A8F346B5B6A99AC5C4E0B28 = "Een geweldig stuk techniek!"
	2751FAEA43B6457AF22147B478062FA6 = "Een technisch meesterwerk dat de laadsnelheid en energie-efficiëntie verbetert zonder de algehele prestaties te beïnvloeden!"
	65B27B4342FEB910F25C749C777888B4 = "Er kunnen maximaal {maxmods} mods actief zijn tijdens een multiplayer sessie. Solo sessies worden niet beïnvloed."
	C88728A04AD072BA73ABAB8A5051FEBC = "Een vrolijke baard voor vrolijke dwergen!"
	9A6B5392407F5C4D4264F385CD2D99A6 = "Een machtige baard, bepantserd voor de machtige krijger."
	EEFDA4EC4E8BD1F66E88E18B7D4DB706 = "Een mijnwerker is op weg om jou te ondersteunen!"
	45E24BB24F8EFC7DF66835800047C175 = "Een aangepast insluitingsveld zorgt er voor dat normale schoten het doel nog meer verhitten relatief tot de schade die je doet."
	6018A1544DD88EBECCCB3F9F2E34AB29 = "Een indrukwekkend gezicht."
	8035BC5D4E662FE500CB46832CFA3257 = "Een indrukwekkend gezicht."
	5069DB2C409EB2FDC399549E3191D8AE = "Een nieuwe mijnwerker komt bij je team!"
	35762DC049F22190348F0F9D2A311719 = "Een nieuwe vorm van de kogel levert veel meer schade op, maar zijn vreemde grote betekent minder kogels in de laadstrip en in het algemeen iets minder munitie."
	B073A6DF41D56FF4340F68ACE9F51E3E = "Een no-nonsense snor voor een no-nonsense dwerg."
	E123E6D34FF9C7D20C7F9A96D4185837 = "Een no-nonsense, eenvoudig ontwerp."
	2064F12341D25CB0CBB9E0BB6ECE88FB = "Een krachtige projectielwerper dat hoge intensiteit, zelfklevende lichtkogels schiet. De lichtkogels kunnen zich zelfs bevestigen op de hardste materialen."
	480773904FD27F2E9379F09E955BE19C = "Een krachtig projectiellanceerder dat hoge intensiteit kleefflares schiet. De flares kunnen aan zelfs het hardste materiaal bleven kleven."
	A4C156A74BD6B9658D3BA494C5A078D6 = "Een roodbloedige klassieker."
	1A0D60684FB0C2BA8BE3A1B54E5426A5 = "Een opfrissing tussen missies is een activiteit die het management tolereert. Sommige bieren hebben <bold>effecten</> die je kunnen helpen tijdens een missie. De rest - u zult het zelf moeten zien. <bold>brouw ingrediënten</> zijn te vinden in de grotten en kunnen zowel worden gebruikt worden om een drankje te ontgrendelen/kopen."
	7A98CCAD40C845A2292395BC736C8F76 = "Een familielid van de Deeptora, de Bough Wesp, is alleen gespot in de gebieden van de Hollow Bough, vandaar de naam. Ondanks dat er meer in aantal zijn dan zijn gezandstraalde neefje, lijkt de Bough Wesp minder agressief. Al is het nog steeds aanbevolen om afstand te houden van hun nesten als het mogelijk is."
	D4F1BCC9497A2DC666CFFD9493F5D111 = "Een herinnering aan jouw diensten. Gestileerd om bij jouw uniform te passen."
	350619FB48CD7425FA3490888AE33C91 = "Een restart is nodig om sommige instellingen toe te passen"
	729A75B341F7FAC1DF864D89AB181012 = "Een rondje voor mij en de gasten!"
	D19D46E9447F50773EB0EEA15D4D0F74 = "Een rondje Blacklocks, extra donker graag!"
	D54EE09C40CD799197D436B1407AF1EB = "Een rondje Flintlocke's! Extra buskruit in de mijne, Aub!"
	1CF548924BEE48FEE8A80AAE7B2D55FF = "Een rondje Gouden Potten, alsjeblieft."
	69C405A1478FDCFBCE98A6A4CA7D6968 = "Een rondje Lament voor deze blije koppies, Lloyd."
	4E7C508047ADD04843661BA95F6CFA40 = "Een rondje Mactera Brew, alsjeblieft!"
	576597B04EA7D46FF9D82494EEFD7A08 = "Een rondje Oafs voor mij en mijn vrienden hier!"
	F2CD45AF49DE412B3AA56F91AA5B8E42 = "Een rondje Pots o' Gold, barman... En hou de regenbogen vast deze keer!"
	6A388C5243DDCACB476A6195E86CE82E = "Rondje Slayes, alsjeblieft!"
	4D4C5C6E4D97643231AF8C9747490CB5 = "Een rondje Tandenknarsers om het leven iets dragelijker te maken, Lloyd!"
	226127EC4192B06B1C0AC7AE245C4356 = "Een rondje Underhills, alstublieft!"
	3FC2E17D4C850ED9921B9D8AF1754920 = "Een rondje van die zijdezachte Blackreach, alsjeblieft."
	F03E93AD4CD752D828C09F9814300F00 = "Een tweede doel is voltooid. De bonus word overgebracht nadat de missie voltooid is."
	64CC2099401910E2E661158953750474 = "Een tweede wapen dat explosieve raketten kan afvuren.
Bosco's AI is nog niet klaar voor dit soort wapens, gebruik de TERRAIN SCANNER voor handmatige activering."
	28AEFD3F4C8C4D3762B129B8080AAC89 = "Een set Backbreakers voor de dorst en wat ijs voor mijn rug, Lloyd!"
	191410B14B56050D7BC82982E6EFF49C = "Een gevormde hoog-explosieve granaat met omgeving activatie, ontworpen om de meeste schade aan te kunnen brengen in een kleine omgeving."
	F946FA4B4DAE331533CBA59544C0392F = "Met een kortere herlaadsnelheid kunt je jouw wapen sneller bedienen na het legen van het magazijn of het handmatig herladen."
	316133814299B83CF3DDD582EEF3710A = "Een aanzienlijke toename in lumen die het verschil kan maken in de donkerste grotten."
	0D9DE22E42A3EF4436694086D8DDFE78 = "Een strak, modern ontwerp, met veel hippe innovaties volgens de jongens in R&D. Ze zeggen echter niet wat precies."
	2C4C92314C45C14F13600F9A117F3E0E = "Een strak, modern ontwerp, met veel hippe innovaties volgens de jongens in R&D. Ze zeggen echter niet wat precies."
	AF6E47CB447C0B1A71050DAEDCA75F12 = "Een strak, modern ontwerp, met veel hippe innovaties volgens de jongens in R&D. Ze zeggen echter niet wat precies."
	B602A5CC407F7967D15C73B456697762 = "Een strak, modern ontwerp, met veel hippe innovaties volgens de jongens in R&D. Ze zeggen echter niet wat precies."
	816E62B24EDA725C5BD2A9A416F9BFDB = "Een kleine, licht semi-automatische voor kleine, lichte dwergen. Dodelijker dan het lijkt."
	2E8DFF2943DC0CC25E4DDC88A2DB6AC0 = "Een vaste magnesiumkern wordt aan de lichtkogel toegevoegd, waardoor hij langer brandt"
	4EAF76E7475C197CFD6A479D1ADD0522 = "Een vaste magnesiumkern wordt aan de lichtkogel toegevoegd, waardoor hij langer brandt"
	25AD20854F09E105662D60859FB525F8 = "Een somber en inspirerend gezicht voor de deftige dwerg onderweg."
	B9F0784E4AAA28BA64A302B15EFB9AA2 = "Een somber en inspirerend gezicht voor de deftige dwerg onderweg."
	FBB08BFC41D7D4C79ABAADAB865A28C4 = "Een somber en inspirerend gezicht voor de deftige dwerg onderweg."
	F756E46A455DB580166C868D760EECB5 = "Een speciaal ontwikkelde verbinding die alleen inheems leven op Hoxxes IV beïnvloedt. De effecten zijn tragere bewegingen en reactietijden, samen met verlies van gezondheid na verloop van tijd."
	CE0C51D54C3416455BC515B8FD56CD43 = "Een speciaal ontworpen resonantiegenerator om het pantser van een insect te breken, doet weinig schade aan vlees, maar ontdoet het van zijn pantser als geen ander."
	AA2A27EE494F708441CAEE8E848BA862 = "Een standaard fragmentatiegranaat, behalve dat deze vol zit met industriële luchtreactieve lijm in plaats van granaatscherven. Verassend."
	73F3774A48A4448BB90A72A2F5FA7B50 = "Een standaard hoog-explosieve fragmenten granaat."
	0D99D5C54F1540E487F22BBCC52B9131 = "Een Standaard hoog-explosieve granaat met een gemiddelde kill-radius. kan gebruikt wordem om aarde of insecten te verwijderen, of beide."
	764520A44D68D8838F5BEEB7E90CC871 = "Een Standaard hoog-explosieve granaat met een gemiddelde kill-radius. kan gebruikt wordem om aarde of insecten te verwijderen, of beide."
	BC4714774A3645082865F2BA16E0F0DC = "Een apart dier om het zacht uit te drukken, de mobula grotengel verbijstert de wetenschappers nog steeds als ze "zwemmen" door ijle lucht in het Azuurwoud. De grotengel is daarintegen compleet onschuldig al is deze soms wel nieuwsgierig, kan hij veilig genegeerd worden."
	2D3B341E43269B3517DEE48ADE5C2BB7 = "Een zwerm komt jouw kant op! Laden!"
	E37C1031413A95B3452BDA9470E2DF36 = "Een doordacht en wijs uiterlijk voor de veeleisende mijnwerker."
	AD60DDEA4BC37160FF4B1D959B86E263 = "Een tijdloze klassieker voor de heer met een volle snor."
	6D74A279453F87A6EBCA26AB7A1DB1A7 = "Een tijdloze klassieker. Hecht aan elk oppervlak en explodeert kort nadat een vijand zijn activatiegebied is binnengegaan en als het geen doel kan vinden, kan het veilig ontwapend en teruggehaald worden. Opmerking: de nabijheidstrigger heeft enkele seconden nodig voor kalibratie."
	92EABBCC4DF4F271427C0598CBD70941 = "Een variatie aan chemische reacties kan <bold>levens genereren</> of schadebestendigheid vergroten van sommige creaturen. De <bold>oorzaak</> vernietigen stopt meestal dit effect."
